1699550613530,1600542751
1699558544083,1600542771
1699566560361,1600542791
1699576748985,1600542811
1699587215301,1600542831
1699599852628,1600542851
1699608299107,1600542871
1699616130980,1600542891
1699624025408,1600542911
1699631988243,1600542931
1699640001267,1600542951
1699648050871,1600542971
1699655991496,1600542991
1699663843140,1600543011
1699671703077,1600543031
1699679644149,1600543051
1699687509504,1600543071
1699695526448,1600543091
1699703403160,1600543111
1699711327056,1600543131
1699719194807,1600543151
1699727011810,1600543171
1699734809909,1600543191
1699742764027,1600543211
1699750774200,1600543231
1699758731085,1600543251
1699766680977,1600543271
1699774527166,1600543291
1699782424462,1600543311
1699790507684,1600543331
1699798606448,1600543351
1699806928133,1600543371
1699814839615,1600543391
1699822739600,1600543411
1699830721594,1600543431
1699838676672,1600543451
1699846617878,1600543471
1699854632124,1600543491
1699862590880,1600543511
1699870555089,1600543531
1699879374814,1600543551
1699887361651,1600543571
1699895290050,1600543591
1699903130621,1600543611
1699911069654,1600543631
1699919058910,1600543651
1699927059780,1600543671
1699935155467,1600543691
1699943013015,1600543711
1699950949737,1600543731
1699958846421,1600543751
1699966720453,1600543771
1699974562754,1600543791
1699982464184,1600543811
1699990315368,1600543831
1699998180853,1600543851
1700005997602,1600543871
1700013822689,1600543891
1700021662957,1600543911
1700029551147,1600543931
1700037424394,1600543951
1700045326408,1600543971
1700053299467,1600543991
1700061168948,1600544011
1700069046718,1600544031
1700076967702,1600544051
1700084842495,1600544071
1700092696202,1600544091
1700100496424,1600544111
1700108327349,1600544131
1700116141527,1600544151
1700123818364,1600544171
1700131116597,1600544191
1700138632442,1600544211
1700146432887,1600544231
1700154286887,1600544251
1700162820786,1600544271
1700170219661,1600544291
1700177495486,1600544311
1700184930260,1600544331
1700192796107,1600544351
1700200354387,1600544371
1700207403386,1600544391
1700214126534,1600544411
1700221775037,1600544431
1700229590086,1600544451
1700240354595,1600544471
1700247901180,1600544491
1700255372390,1600544511
1700264349169,1600544531
1700272426547,1600544551
1700279873911,1600544571
1700290956208,1600544591
1700298773769,1600544611
1700306593967,1600544631
1700318210240,1600544651
1700326143817,1600544671
1700334117591,1600544691
1700342080211,1600544711
1700350441725,1600544731
1700358371538,1600544751
1700366331705,1600544771
1700374184015,1600544791
1700382146519,1600544811
1700390505304,1600544831
1700398748934,1600544851
1700406617561,1600544871
1700414473127,1600544891
1700422235833,1600544911
1700430111405,1600544931
1700438382539,1600544951
1700447005878,1600544971
1700454883322,1600544991
1700463971743,1600545011
1700471593683,1600545031
1700479168773,1600545051
1700486905995,1600545071
1700494776561,1600545091
1700502652125,1600545111
1700510607077,1600545131
1700518528099,1600545151
1700526531379,1600545171
1700534520596,1600545191
1700542588658,1600545211
1700550369483,1600545231
1700558269737,1600545251
1700566147597,1600545271
1700574002037,1600545291
1700581878122,1600545311
1700589906040,1600545331
1700597810800,1600545351
1700605721818,1600545371
1700613592657,1600545391
1700621456304,1600545411
1700629512394,1600545431
1700637395476,1600545451
1700645280537,1600545471
1700653214422,1600545491
1700661198529,1600545511
1700669118225,1600545531
1700677133424,1600545551
1700684944486,1600545571
1700692651164,1600545591
1700700322250,1600545611
1700707432571,1600545631
1700715126332,1600545651
1700722220938,1600545671
1700728021219,1600545691
1700733856852,1600545711
1700739555345,1600545731
1700745360505,1600545751
1700752382017,1600545771
1700758235492,1600545791
1700764046892,1600545811
1700769873815,1600545831
1700776009783,1600545851
1700781984551,1600545871
