4604873570830,1600542751
4604879218022,1600542771
4604884795697,1600542791
4604890461444,1600542811
4604896176099,1600542831
4604901907803,1600542851
4604907555893,1600542871
4604913205616,1600542891
4604918692873,1600542911
4604924284206,1600542931
4604929932797,1600542951
4604935583292,1600542971
4604941167008,1600542991
4604946744223,1600543011
4604952260682,1600543031
4604957877813,1600543051
4604963435455,1600543071
4604969035407,1600543091
4604974650110,1600543111
4604980213963,1600543131
4604985737257,1600543151
4604991349689,1600543171
4604996881894,1600543191
4605002386875,1600543211
4605008026580,1600543231
4605013634584,1600543251
4605019208778,1600543271
4605024818451,1600543291
4605030439910,1600543311
4605036070622,1600543331
4605041671429,1600543351
4605047323126,1600543371
4605052951489,1600543391
4605058467838,1600543411
4605064065531,1600543431
4605069631461,1600543451
4605075177626,1600543471
4605080795703,1600543491
4605086309743,1600543511
4605091936504,1600543531
4605097614432,1600543551
4605103101330,1600543571
4605108657099,1600543591
4605114205471,1600543611
4605119714397,1600543631
4605125293632,1600543651
4605130925466,1600543671
4605136504170,1600543691
4605142018850,1600543711
4605147647955,1600543731
4605153197177,1600543751
4605158696783,1600543771
4605164280296,1600543791
4605169891231,1600543811
4605175474398,1600543831
4605181098110,1600543851
4605186663734,1600543871
4605192255687,1600543891
4605197863933,1600543911
4605203432453,1600543931
4605209066409,1600543951
4605214640642,1600543971
4605220239841,1600543991
4605225819765,1600544011
4605231342343,1600544031
4605236923848,1600544051
4605242490489,1600544071
4605248028639,1600544091
4605253568941,1600544111
4605259179177,1600544131
4605264839973,1600544151
4605270404401,1600544171
4605275966587,1600544191
4605281574809,1600544211
4605287246574,1600544231
4605292906221,1600544251
4605298556408,1600544271
4605304197721,1600544291
4605309750161,1600544311
4605315382327,1600544331
4605320960477,1600544351
4605326541182,1600544371
4605332099809,1600544391
4605337675928,1600544411
4605343283944,1600544431
4605348950806,1600544451
4605353821143,1600544471
4605357998483,1600544491
4605362209189,1600544511
4605366432159,1600544531
4605370650727,1600544551
4605374803097,1600544571
4605379013294,1600544591
4605383290784,1600544611
4605387492316,1600544631
4605391776775,1600544651
4605396004110,1600544671
4605400242164,1600544691
4605404535211,1600544711
4605408876930,1600544731
4605413027341,1600544751
4605417289813,1600544771
4605421414295,1600544791
4605425664860,1600544811
4605429901989,1600544831
4605434186438,1600544851
4605438419812,1600544871
4605442600541,1600544891
4605446712372,1600544911
4605450877821,1600544931
4605455146107,1600544951
4605459393637,1600544971
4605463521159,1600544991
4605467821813,1600545011
4605472271945,1600545031
4605476710725,1600545051
4605480847637,1600545071
4605485145659,1600545091
4605489327457,1600545111
4605493586229,1600545131
4605497812108,1600545151
4605501989471,1600545171
4605506141081,1600545191
4605510254259,1600545211
4605514384254,1600545231
4605518563683,1600545251
4605522778761,1600545271
4605526921662,1600545291
4605531051523,1600545311
4605535239300,1600545331
4605539410373,1600545351
4605543573029,1600545371
4605547814882,1600545391
4605551944995,1600545411
4605556064072,1600545431
4605560293308,1600545451
4605564495240,1600545471
4605568708365,1600545491
4605572867047,1600545511
4605577004757,1600545531
4605581206848,1600545551
4605585377545,1600545571
4605589491756,1600545591
4605593665773,1600545611
4605597891141,1600545631
4605602064301,1600545651
4605606711353,1600545671
4605612992983,1600545691
4605619523016,1600545711
4605625996328,1600545731
4605632199300,1600545751
4605638539786,1600545771
4605644840934,1600545791
4605651113891,1600545811
4605657454236,1600545831
4605663742594,1600545851
4605670094331,1600545871
4605676354276,1600545891
4605682659033,1600545911
4605688957198,1600545931
4605695182486,1600545951
4605701421721,1600545971
4605707735190,1600545991
4605713904747,1600546011
4605720150257,1600546031
4605726330768,1600546051
4605732672377,1600546071
4605738885657,1600546091
4605745175173,1600546111
4605751374513,1600546131
4605757667016,1600546151
4605763893748,1600546171
4605770134677,1600546191
4605776432597,1600546211
4605782688694,1600546231
4605788972320,1600546251
4605795265051,1600546271
4605801492157,1600546291
4605807774043,1600546311
4605814114158,1600546331
4605820288998,1600546351
4605826649418,1600546371
4605832776257,1600546391
4605839001584,1600546411
4605845304751,1600546431
